Name,URL,Rating,RatingVotes,Developer,ReleaseDate,LastUpdated,Technology,Platforms,Classification,WikiPages,Iframe,Description,Features,Controls,FAQ,GameplayVideo,HoverVideo,ThumbnailURL
CG FC 25,https://www.crazygames.com/game/cg-fc-24,8.4,"134,511",Finz Games,August 2024,October 2024,HTML5 (Unity WebGL),N/A,Games » Sports » Soccer,N/A,https://games.crazygames.com/en_US/cg-fc-24/index.html?v=1.317,"CG FC 25 is a dynamic soccer simulation game that lets you lead your favorite teams to victory. With intuitive joystick controls, sprint and kick features, and realistic 3D stadiums, you'll immerse yourself in intense matches. Choose from Quick Match or Tournament modes, customize your player, and experience the thrill of football in a vibrant, HD arena.",N/A,"WASD or arrow keys = move
X or mouse left key = kick
Z or mouse right click = pass
Left shift or right shift = sprint
Space = jump
C = crouch
Mouse = swipe and navigate with onscreen buttons",N/A,N/A,https://videos.crazygames.com/cg-fc-24/1/cg-fc-24-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/games/cg-fc-24/cover_16x9-1734927491009.png?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Bank Robbery: Escape,https://www.crazygames.com/game/bank-robbery-escape,9.3,"16,105",justaliendev,August 2024,N/A,HTML5 (Unity WebGL),N/A,Games » Shooting » FPS,N/A,https://games.crazygames.com/en_US/bank-robbery-escape/index.html?v=1.317,"Bank Robbery: Escape is an intense FPS game title in our shooting category, where your mission is to bust your crew out of a heavily guarded police station. Navigate through relentless police raids, arm yourself with the best gear, and make your escape before time runs out—or face the consequences. Will you outsmart the law or go down in a blaze of glory?",N/A,"WASD = move
Left-click = shoot
Right-click / V = iron sight
Mouse wheel / 1-5 = change weapons
Left-shift = run
Space = jump
C = crouch
E = interact with the object
Tab = lock / unlock mouse","Q: How do you free your buddies in Bank Robbery Escape?
A: To break your buddies out of jail in Bank Robbery Escape, you need to press the E key and drill till as long as the countdown timer. This will crack open the prison door.

Q: Is there a Bank Robbery Escape 2?
A: Yes, there is a Bank Robbery Escape 2. There are several Bank Robbery series by developer justaliendev.",N/A,https://videos.crazygames.com/bank-robbery-escape/1/bank-robbery-escape-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/bank-robbery-escape_16x9/20240813070641/bank-robbery-escape_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Basket Blitz 2,https://www.crazygames.com/game/basket-blitz,8.7,"11,990",N/A,August 2024,October 2024,HTML5,N/A,Games » Sports » Basketball,N/A,https://games.crazygames.com/en_US/basket-blitz/index.html?v=1.317,"Basket Blitz 2 is an exhilarating sports basketball game that puts your hoop skills to the test. The aim of the game is simple: flick the basketball into the hoop, but achieving mastery is anything but easy. With each shot, you’ll need precision, quick reflexes, and a keen eye for accuracy as you strive to hit nothing but the net.",N/A,N/A,"Q: How do you play Basket Blitz?
A: Basket Blitz challenges you to get as many basketball shots into the hoop without hitting the rim at all. 

Q: Can you change your ball in Basketball Blitz?
A: With enough reward points, you can upgrade your basketball to something more fun like a football, a hamburger, a donut, and more fun random items.",https://www.youtube-nocookie.com/embed/hqdefault.webp,https://videos.crazygames.com/basket-blitz/1/basket-blitz-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/basket-blitz_16x9/20241031102002/basket-blitz_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Xtreme Moto Mayhem,https://www.crazygames.com/game/xtreme-moto-mayhem,8.8,"48,958",HikBoo Studios,August 2024,September 2024,HTML5 (Unity WebGL),"Browser (desktop, mobile, tablet), App Store(Android)",Games » Driving » Bike,N/A,https://games.crazygames.com/en_US/xtreme-moto-mayhem/index.html?v=1.317,"Xtreme Moto Mayhem is a heart-pounding driving motorcycle game that challenges you to master intense stunts and high-speed races. With over 100 levels, a diverse collection of bikes, and various environments, you’ll push your skills to the limit. Upgrade your ride, earn rewards, and dominate the tracks in this ultimate two-wheeled adventure.",N/A,"September 2023 (Android)
August 2024 (WebGL)
Web browser (desktop and mobile)
Android
W / Up Arrow Key = Acceleration
A / Left Arrow Key = Lean Back (To perform backflips)
D / Right Arrow Key = Lean Front (To perform front flips)
S / Down Arrow Key = Brake
Space Bar = Jump
P = Pause","Q: How many levels are in Xtreme Moto Mayhem?
A: There are 100 levels in Xtreme Moto Mayhem, each more challenging (and fun) than the last.

Q: How do you brake in Xtreme Moto Mayhem?
A: Use the S key or down arrow to brake in Xtreme Moto Mayhem, but be careful not to brake short, or your rider will fall off the bike and fall, ending the round.",https://www.youtube-nocookie.com/embed/hqdefault.webp,https://videos.crazygames.com/xtreme-moto-mayhem/4/xtreme-moto-mayhem-landscape-611x343_30fps.mov,https://imgs.crazygames.com/xtreme-moto-mayhem_16x9/20240814042133/xtreme-moto-mayhem_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Ibiza Foam Party,https://www.crazygames.com/game/ibiza-foam-party,8.8,"15,763",N/A,August 2024,N/A,HTML5,N/A,Games » Beauty » Dress Up,N/A,https://games.crazygames.com/en_US/ibiza-foam-party/index.html?v=1.317,"Ibiza Foam Party is a vibrant summer-themed makeover game where you join Gina and Selena for an electrifying experience in the party capital of the world. As their stylist, you’ll scrub, pamper, and perfect their look with dazzling makeup and fashion, ensuring these best friends dazzle under the Ibiza sun.",N/A,N/A,N/A,N/A,https://videos.crazygames.com/ibiza-foam-party/1/ibiza-foam-party-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/ibiza-foam-party_16x9/20240829040849/ibiza-foam-party_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Stick Crush,https://www.crazygames.com/game/stick-crush,9.0,"24,031",FreePDA,August 2024,N/A,HTML5 (Unity WebGL),N/A,Games » Casual » Physics,N/A,https://games.crazygames.com/en_US/stick-crush/index.html?v=1.317,"Stick Crush is an exhilarating casual physics game that tests your reactions and skills! Start by revving your car, crashing into obstacles, and launching your stick character into the sky. Once airborne, navigate challenges, dodge obstacles, and take down enemies with precise maneuvers.",N/A,"Boxes, $1000
Basketball, $2000
Pyramid, $5000
Wall, $7000
Football, $10000
Kamikazee, $15000
Dart, $20000
Rings, $30000
Puppets, $40000
Into Fire, $50000
Burn!, $60000
W / up arrow key = accelerate
Space = aim and release for flight direction
R = quick restart","Q: What is the name of the game with stickman?
A: There are plenty of stickman games, including Stick Crush where you earn rewards by crashing your vehicle and sending your stickman as far as possible. Other series include the popular Henry Stickmin escape series. 

Q: How do you earn rewards in Stick Crush?
A: You earn rewards in Stick Crush by throwing your stickman as far as possible. The further the stickman lands, the more rewards you earn.",https://www.youtube-nocookie.com/embed/hqdefault.webp,https://videos.crazygames.com/stick-crush/1/stick-crush-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/stick-crush_16x9/20240807045725/stick-crush_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Pool Match Jam,https://www.crazygames.com/game/pool-match-jam,8.4,"6,023",Elixir Gamelabs,August 2024,N/A,HTML5 (Unity WebGL),"Browser (desktop, mobile, tablet), App Store(iOS)",Games » Puzzle » Sorting,N/A,https://games.crazygames.com/en_US/pool-match-jam/index.html?v=1.317,"Pool Match Jam is a lively puzzle-sorting game that puts you in charge of guiding swimmers to their perfect ride down a colorful water slide. Your mission is to strategically clear the grid by matching tubes with an active line of swimmers, creating the ideal path for them to jump onto a lifesaver and make their way down the water slide.",N/A,"July 2024 (iOS)
August 2024 (WebGL)
Web browser (desktop and mobile)
iOS","Q: How do you play Pool Match Jam game?
A: You are in charge of matching pool floats and swimmers so they can take the water plunge. 

Q:  What are common obstacles in Pool Match Jam game?
A: There are many challenges in Pool Match Game—blockers, tunnels, and mystery colors that add exciting layers of complexity. Think ahead and fine-tune your tactics to keep the flow of fun and excitement going.",https://www.youtube-nocookie.com/embed/hqdefault.webp,https://videos.crazygames.com/pool-match-jam/1/pool-match-jam-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/pool-match-jam_16x9/20240827050900/pool-match-jam_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Hostage Negotiator,https://www.crazygames.com/game/hostage-negotiator,8.5,"8,861",N/A,August 2024,September 2024,HTML5 (Unity WebGL),N/A,Games » Casual » Quiz,N/A,https://games.crazygames.com/en_US/hostage-negotiator/index.html?v=1.317,"Hostage Negotiator is a casual quiz game where you step into the intense and high-stakes world of hostage negotiation. The fate of innocent lives rests in your hands as you navigate complex scenarios, make crucial decisions, and try to save everyone caught in a terrible situation.",N/A,N/A,N/A,N/A,https://videos.crazygames.com/hostage-negotiator/1/hostage-negotiator-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/hostage-negotiator_16x9/20240906120529/hostage-negotiator_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Buggy Kart Racing,https://www.crazygames.com/game/buggy-kart-racing,8.5,"1,004",N/A,August 2024,N/A,HTML5 (Unity WebGL),"Browser (desktop-only), App Store(Android)",Games » Casual » Driving » Racing,N/A,https://games.crazygames.com/en_US/buggy-kart-racing/index.html?v=1.317,"Buggy Kart Racing is an exhilarating experience where you race on impossible tracks high in the sky. Customize your cars for high-speed stunts, tackle dangerous obstacles, and prove yourself as the ultimate ramp master. Experience stunning graphics, realistic physics, and thrilling jumps as you conquer challenging levels and showcase your stunt-driving skills.",N/A,"December 2021 (Android)
August 2024 (WebGL)
Web browser
Android",N/A,N/A,https://videos.crazygames.com/buggy-kart-racing/1/buggy-kart-racing-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/buggy-kart-racing_16x9/20240808071014/buggy-kart-racing_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Epic Empire: Tower Defense,https://www.crazygames.com/game/epic-empire-tower-defense,8.6,"11,223",Mirra Games,August 2024,January 2025,HTML5,"Browser (desktop, mobile, tablet), App Store(Android)",Games » Action » Defense » Tower Defense,N/A,https://games.crazygames.com/en_US/epic-empire-tower-defense/index.html?v=1.317,"Epic Empire: Tower Defense is a thrilling strategy game where you command powerful heroes and towers to protect your kingdom from waves of evil forces. Embark on an epic adventure through vibrant worlds, from frozen kingdom, soaring magical kingdoms, dark underground tunnels, and enchanted florists. Face unique challenges worldwide as you battle to reclaim territories overrun by enemies.",N/A,"Pet System - Evolve your heroes to the maximum level to activate pets that will help you and fight for you
Rune System - Enhance heroes with unique runes and power-ups.
Mighty Heroes - 11 heroes with unique abilities to fight enemies. You can control 3 heroes at the same time to defend your kingdom and defeat enemies.
Four types of defense towers with upgrade options: Stone golem, Archers, Infantry and the Mistress of magic.
Various epic levels with varied gameplay modes.
Multiple worlds and realms to explore, each with distinct tower types.
Participate in tournaments to prove your tower defense skills and win rewards for the title of Titan
Variety of enemies with unique abilities, providing exciting challenges.
High-quality graphics and stunning character animations.
Daily challenges to collect power and awaken your heroes' strength.
Face epic bosses like the Orc King or the Gitrog. Customize your strategy and lead your heroes to defeat the relentless hordes.
Offline mode is available for any time, anywhere, to play.
Intense boss battles and realm defense moments.
April 2024 (Android)
August 2024 (WebGL)
Web browser (desktop and mobile)
Android",N/A,N/A,https://videos.crazygames.com/epic-empire-tower-defense/1/epic-empire-tower-defense-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/epic-empire-tower-defense_16x9/20241216062325/epic-empire-tower-defense_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Underwater Survival: Deep Dive,https://www.crazygames.com/game/underwater-survival-deep-dive,8.3,"19,160",Craft Game World,August 2024,N/A,HTML5,"Browser (desktop-only), App Store(iOS, Android)",Games » Adventure » Simulation,N/A,https://games.crazygames.com/en_US/underwater-survival-deep-dive/index.html?v=1.317,"Underwater Survival: Deep Dive is an intense adventure simulation game that thrusts players into the perilous depths of an alien ocean planet, challenging their survival instincts and skills in an unforgiving underwater world. From resource management to facing off against terrifying underwater creatures, every aspect of this immersive survival simulator tests your ability to think on your feet and adapt to the ever-present dangers.",N/A,"March 2024 (Android)
August 2024 (WebGL and iOS)
Web browser
Android
iOS
WASD = move
Space = dive/surface
Shift = accelerate
E = pick-up item
F = turn on/off the flashlight
Q = use a stun gun
Left mouse button = rotate the camera/ interact","Q: How to survive in Underwater Survival Deep Dive?
A: The best way to survive in Underwater Survival Deep Dive is to be strategic about your needs and upgrade attributes and skills as best possible.",https://www.youtube-nocookie.com/embed/hqdefault.webp,https://videos.crazygames.com/underwater-survival-deep-dive/1/underwater-survival-deep-dive-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/underwater-survival-deep-dive_16x9/20240821121624/underwater-survival-deep-dive_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Stupid Zombies,https://www.crazygames.com/game/stupid-zombies-ybg,8.8,"2,114",GameResort,August 2024,N/A,HTML5 (Unity WebGL),"Browser (desktop, mobile, tablet), App Store(iOS, Android)",Games » Casual » Horror » Zombie,N/A,https://games.crazygames.com/en_US/stupid-zombies-ybg/index.html?v=1.317,"Stupid Zombies is a thrilling browser-based game where precision and strategy take center stage. Aim carefully and fire to unleash a symphony of bouncing bullets, all while managing your limited ammo. Navigate through 960 levels of challenging zombie action and test your skills to clear each stage with clever shots.",N/A,"January 2011 (iOS)
February 2011 (Android)
April 2022 (WebGL)
Web browser (desktop and mobile)
Android
iOS",N/A,N/A,https://videos.crazygames.com/stupid-zombies-ybg/1/stupid-zombies-ybg-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/stupid-zombies-ybg_16x9/20240828072743/stupid-zombies-ybg_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Sketchy Towers,https://www.crazygames.com/game/sketchy-towers,8.8,547,N/A,August 2024,August 2024,HTML5,N/A,Games » Puzzle » Tetris,N/A,https://games.crazygames.com/en_US/sketchy-towers/index.html?v=1.317,"Sketchy Towers is a unique twist on the classic Tetris game where the goal is to stack blocks to build a towering structure without letting it topple. The challenge intensifies as you try to prevent your tower from collapsing. If 5 blocks fall off, it's game over! To climb the leaderboards, strategically match blocks of the same color for bonus points. Compete on your favorite map and see how high you can go!",N/A,"Left and right arrow keys = move the block to the left or right
Up arrow key = rotate the block
Down arrow key = make the block fall faster
Press the on-screen buttons to play the game.",N/A,N/A,https://videos.crazygames.com/sketchy-towers/1/sketchy-towers-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/sketchy-towers_16x9/20240812075713/sketchy-towers_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Empire City,https://www.crazygames.com/game/empire-city,8.6,"14,680",RED BRIX WALL,August 2024,N/A,HTML5,"Browser (desktop, mobile, tablet), App Store(iOS, Android)",Games » Casual » Management,N/A,https://games.crazygames.com/en_US/empire-city/index.html?v=1.317,"Empire City is a casual management game where you strategically construct and govern a thriving empire from nothing. Build magnificent cities, develop resources, and create a unique culture while engaging in trade and diplomacy. Expand your influence, make historic discoveries, and craft wonders that will be remembered for centuries. Your choices shape the future of your empire,lead wisely!",N/A,"June 2022 (Android)
August 2022 (iOS)
August 2024 (HTML5)
Web browser (desktop and mobile)
Android
iOS","Q: Is the Empire City game offline?
A: You can play Empire City online at CrazyGames.

Q: What are the tips and tricks for Empire City?
A: Follow the guidance of Flavius and Julia to care for your community - they are there to support you throughout the journey whenever you need help.",https://www.youtube-nocookie.com/embed/hqdefault.webp,https://videos.crazygames.com/empire-city/1/empire-city-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/empire-city_16x9/20240809040026/empire-city_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Drift.io,https://www.crazygames.com/game/drift-io,8.3,"7,490",Drift.io,August 2024,October 2024,HTML5,N/A,Games » Driving » Car,N/A,https://games.crazygames.com/en_US/drift-io/index.html?v=1.317,"Drift.io is a thrilling online racing game where you take on high-speed drift challenges across dynamic tracks. With realistic physics, stunning visuals, and customizable cars, you’ll immerse yourself in intense races. Compete in single-player or multiplayer modes, earn coins, and unlock exclusive cars and upgrades as you rise to the top.",N/A,"W = Accelerate
A = Turn Left
S = Brake/Reverse
D = Turn Right
P = Pause
Space = Hold to Drift
Left Shift = Use item",N/A,N/A,https://videos.crazygames.com/drift-io/1/drift-io-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/drift-io_16x9/20240816045404/drift-io_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Mage vs Monsters,https://www.crazygames.com/game/mage-vs-monsters,8.8,"1,546",MYN,August 2024,N/A,HTML5 (Unity WebGL),N/A,Games » Casual » Magic,N/A,https://games.crazygames.com/en_US/mage-vs-monsters/index.html?v=1.317,"Mage vs Monsters is a casual game where you step into the shoes of a powerful mage who must fend off hordes of menacing monsters! Use a variety of spells to battle these creatures and collect valuable resources like mushrooms and plants. These resources can be used to craft potions that will aid you in your fight. With every wave of monsters, sharpen your magical skills, experiment with different spell combinations, and concoct potent potions to ensure your victory. Get ready for an enchanting adventure full of magic and mayhem!",N/A,"Use the left mouse button = interact with in-game UI.
P = pause / menu for monster's skills and changing background
1,2,3 = use magic spells
Q = potion healing",N/A,N/A,https://videos.crazygames.com/mage-vs-monsters/1/mage-vs-monsters-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/mage-vs-monsters_16x9/20240806092227/mage-vs-monsters_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Cube vs Ball Clicker,https://www.crazygames.com/game/cube-vs-ball-clicker,8.9,"5,053",DOAL Games,August 2024,N/A,HTML5 (Unity WebGL),N/A,Games » Clicker » Idle,N/A,https://games.crazygames.com/en_US/cube-vs-ball-clicker/index.html?v=1.317,"Cube vs Ball Clicker is an exciting clicker game. This game is a battle between cubes and balls! Do the clicks to unleash powerful balls that crush waves of cubes, earning money to upgrade your arsenal. Conquer each level and become the ruler of the ball empire. Customize your balls with unique skins and trails, and unleash the fireball skill to annihilate your foes. Can you conquer all the levels available?",N/A,N/A,N/A,N/A,https://videos.crazygames.com/cube-vs-ball-clicker/1/cube-vs-ball-clicker-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/cube-vs-ball-clicker_16x9/20240827045600/cube-vs-ball-clicker_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Hamster Factory ASMR,https://www.crazygames.com/game/hamster-factory-asmr,8.8,"7,069",Blacktabb Games,August 2024,August 2024,HTML5 (Unity WebGL),N/A,Games » Clicker » Idle,N/A,https://games.crazygames.com/en_US/hamster-factory-asmr/index.html?v=1.317,"Hamster Factory ASMR is a delightful clicker idle game that puts you in charge of a hamster wheel, and every spin gets you a monetary reward. The wheel is filled with hardworking, adorable hamsters. Your mission is to manage the hamsters as they spin wheels to generate income, all the while creating the most productive and efficient factory possible. Get ready to build the ultimate hamster-powered factory in Hamster Factory ASMR!",N/A,N/A,"Q: How do you go faster in Hamster Factory ASMR?
A: To go faster in Hamster Factory ASMR, you can purchase wheel speed. Try to balance this with hamster size so your hamsters don't get burnt out.

Q: Who created Hamster Factory ASMR?
A: Hamster Factory ASMR was developed by Blacktabb Games who have a series of clicker games worth a try.",https://www.youtube-nocookie.com/embed/hqdefault.webp,https://videos.crazygames.com/hamster-factory-asmr/1/hamster-factory-asmr-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/hamster-factory-asmr_16x9/20240808010344/hamster-factory-asmr_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Pocket Zone,https://www.crazygames.com/game/pocket-zone,8.7,"4,093",Mirra Games,August 2024,N/A,HTML5,"Browser (desktop, mobile, tablet), App Store(Android)",Games » Adventure » Action » Survival,N/A,https://games.crazygames.com/en_US/pocket-zone/index.html?v=1.317,"Pocket Zone is a gripping simulation game that challenges you to survive in a post-apocalyptic world. Venture to the Chernobyl nuclear power plant and fulfill your deepest desires with the legendary Performer of Dreams. If you're looking to escape the monotony of city life, prepare to journey through desolate lands where survival against a hostile environment is your primary goal.",N/A,"Hardcore Survival: Experience a realistic mobile survival system with deep RPG elements inspired by the Fallout and Stalker series.
Dynamic Events: Encounter random text events where your choices and external factors determine your survival.
Resource Management: Engage in a complex resource-gathering system with over a hundred random events as you navigate the dangerous world of the Zone.
Varied Arsenal: Choose from over 100 types of weapons, armor, helmets, backpacks, and costumes, including legendary and mythical items.
February 2022 (Android)
August 2024 (WebGL)
Web browser (desktop and mobile)
Android",N/A,N/A,https://videos.crazygames.com/pocket-zone/1/pocket-zone-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/pocket-zone_16x9/20240822025325/pocket-zone_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Hypersomnia,https://www.crazygames.com/game/hypersomnia,8.9,"2,461",Patryk Czachurski,August 2024,August 2024,HTML5,"Browser (desktop-only), Steam",Games » Shooting » Multiplayer,N/A,https://games.crazygames.com/en_US/hypersomnia/index.html?v=1.317,"Hypersomnia is a thrilling multiplayer shooter game that will reignite your competitive spirit. Challenge your friends to intense duels or assemble two clans to engage in epic, large-scale battles. Every match is a psychological battle of wits, where sharp tactics and gunplay decide the victor.",N/A,"December 2023 (Steam)
August 2024 (WebGL)
Web browser
Steam
( Complete controls can be changed in Settings, Controls).
Left mouse button = shoot/attack
Right mouse button = hoot gun in second hand/strong attack
WASD = move around
Shift = sprint, it drains stamina
Space = dash, it drains a lot of stamina
C = move silently (toggle)
Wheel down = quickly throw a knife
Wheel up = quickly throw two knives
Middle mouse button = quickly throw a grenade
R = reload
F= weapon laser (toggle)
0, 1, ..., 9 = choose weapons from the hotbar
Q = switch to previous weapon
H = hide items to free hands and move faster
G = drop held item
E = pick up items/defuse the bomb
C = pull out the bomb (as a resistance soldier)
T = open the item shop at round start. Shop is off during warmup
Y = chat
U = team chat
M = change team. You should just pick auto-assign to preserve the balance
Tab = match statistics, e.g. the players and their scores
J = quickly throw an Interference grenade
L = quickly throw a Flashbang
K = quickly throw a PED grenade (destroys armor/mana)
Home = release the mouse cursor to let you interact with inventory GUI (toggle)
F1 = show performance statistics (toggle)",N/A,N/A,https://videos.crazygames.com/hypersomnia/1/hypersomnia-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/hypersomnia_16x9/20240807030146/hypersomnia_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Superhero Race!,https://www.crazygames.com/game/superhero-race,9.0,"7,863",Boombit,August 2024,August 2024,HTML5 (Unity WebGL),"Browser (desktop, mobile, tablet), App Store(iOS, Android)",Games » Casual » Superhero,N/A,https://games.crazygames.com/en_US/superhero-race/index.html?v=1.317,"Superhero Race! is an epic adventure where you become the hero the world needs. Choose your superhero story and race against villains, overcoming every challenge on your path to saving the world. It's your time to clean up the chaos and show the villains who's boss!",N/A,"April 2021 (iOS)
May 2021 (Android)
August 2024 (WebGL)
Web browser (desktop and mobile)
Android
iOS",N/A,N/A,https://videos.crazygames.com/superhero-race/1/superhero-race-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/superhero-race_16x9/20240829022303/superhero-race_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
The Frame: Pixel Art,https://www.crazygames.com/game/the-frame-pixel-art,8.9,689,Ke Corporation,August 2024,N/A,HTML5 (Unity WebGL),"Browser (desktop, mobile, tablet), App Store(Android)",Games » Puzzle » Art » Coloring,N/A,https://games.crazygames.com/en_US/the-frame-pixel-art/index.html?v=1.317,"The Frame: Pixel Art is a relaxing coloring game where you create detailed artwork, one pixel at a time. Whether you're an experienced artist or just looking for a peaceful hobby, this game offers a unique creative experience. Begin by selecting a level, then use the palette to choose your colors and carefully place each pixel on the canvas. Tools like fill color and level skip help you refine your designs. As you complete each piece, earn stars based on your accuracy and challenge yourself with increasingly complex designs. Share your pixel art masterpieces with friends and enjoy the soothing process of bringing your creations to life.",N/A,"Web browser (desktop and mobile)
Android",N/A,N/A,https://videos.crazygames.com/the-frame-pixel-art/2/the-frame-pixel-art-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/the-frame-pixel-art_16x9/20240827052033/the-frame-pixel-art_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Crazy Hills,https://www.crazygames.com/game/offroad-master,8.5,"3,998",Antar Games,August 2024,September 2024,HTML5 (Unity WebGL),N/A,Games » Casual » Driving » Car,N/A,https://games.crazygames.com/en_US/offroad-master/index.html?v=1.317,"Crazy Hills is an arcade racing game where you face intense challenges and push your car to its limits. Navigate through treacherous obstacles, destroy everything in your way, and avoid wrecking your vehicle. Each level tests your driving skills and reflexes as you strive to survive the chaos on the road.",N/A,N/A,N/A,N/A,https://videos.crazygames.com/offroad-master/1/offroad-master-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/offroad-master_16x9/20240826030317/offroad-master_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Hide and Build a Bridge!,https://www.crazygames.com/game/hide-and-build-a-bridge,8.8,"7,379",Endless Games Path,August 2024,N/A,HTML5,"Browser (desktop, mobile, tablet), App Store(Android)",Games » Casual » Avoid,N/A,https://games.crazygames.com/en_US/hide-and-build-a-bridge/index.html?v=1.317,"Hide and Build a Bridge is a thrilling game where your objective is to gather blocks and construct a bridge to reach the portal. Strategize with other players to collect materials while evading the seeker who can destroy your progress. Use stealth, teamwork, and quick thinking to succeed in this exciting race to the finish!",N/A,"Web browser (desktop and mobile)
Android",N/A,N/A,https://videos.crazygames.com/hide-and-build-a-bridge/1/hide-and-build-a-bridge-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/hide-and-build-a-bridge_16x9/20240801034822/hide-and-build-a-bridge_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Mystic Square: Mystery Trail,https://www.crazygames.com/game/mystic-square-mystery-trail,8.2,605,N/A,August 2024,September 2024,HTML5,N/A,Games » Puzzle » Logic,N/A,https://games.crazygames.com/en_US/mystic-square-mystery-trail/index.html?v=1.317,"Mystic Square: Mystery Trail is a captivating logic game that blends relaxation with brain training. If you're in the mood for a challenge, dive into the classic ""15 puzzles"" genre, reimagined with a mystical twist! In this game, players of all ages can enjoy the task of rebuilding a trail across a river. As you shift the puzzle pieces into place, you’ll not only solve the mystery but also enjoy the serene yet stimulating gameplay. Perfect for those who want to unwind while keeping their minds sharp!",N/A,N/A,N/A,N/A,https://videos.crazygames.com/mystic-square-mystery-trail/1/mystic-square-mystery-trail-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/mystic-square-mystery-trail_16x9/20240923052250/mystic-square-mystery-trail_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
